 -0.422269702E-14 0.822194549E-15-0.473808291E-15-0.904543975E-14 00000
  0.297145887    -0.578567979E-01 0.333412944E-01 0.636516236     10000
  -1.52803192     0.145042629E-01-0.835841108E-02-0.159569820     01000
 -0.169106867E-15-0.786840555     0.301357897    -0.267635366E-15 00100
  0.817557691E-15  1.69067471     -1.91842955     0.102707538E-14 00010
  0.355097129    -0.840971517E-01 0.484628946E-01 0.925201608     00001
 -0.588396270     0.150243127    -0.912128568E-01 -1.29191513     20000
   3.06725615    -0.763775182     0.487667982      8.65431031     11000
 -0.265127537    -0.504821589E-01-0.930903190E-01-0.588377457     02000
  0.118998379E-01  3.64532646    -0.710316116     0.188331646E-01 10100
 -0.611932820E-01 -1.12028378     0.267857474    -0.968469627E-01 01100
  0.137095870E-02-0.319257910E-03-0.221661398E-02 0.309108511E-02 00200
 -0.575305080E-01 -38.1438178      7.24408123    -0.722740044E-01 10010
  0.295842737      10.1802143     -1.72603400     0.371659143     01010
  0.686926430E-01-0.664804666E-01 0.386893090E-01 0.160480762     00110
  -1.88233862     0.367444463    -0.231765680     -3.14116017     10001
   4.64017061     -1.05394143     0.710131889      12.7224689     01001
  0.197711794E-01  5.29260547     -1.02981340     0.370516626E-01 00101
 -0.405783725     0.371470875    -0.119192749    -0.435313726     00020
 -0.104147292     -55.7661174      10.6597108    -0.179128573     00011
  -1.49290341     0.220467653    -0.144326262     -1.83627159     00002
   2.87734283    -0.674933500     0.410228536      5.72506850     30000
  -25.5980536      6.19600347     -3.79116923     -58.6461917     21000
   62.2109393     -15.8378047      9.71049681      176.259395     12000
  -33.6369732      9.35689756     -5.45388592     -103.338582     03000
 -0.101542479     -15.2805865      2.99946416    -0.176074099     20100
  0.631786772      91.2534556     -17.4662659      1.19125529     11100
 -0.565767522     -102.459071      19.0443263     -1.47305694     02100
  0.632828341    -0.362079633E-01 0.895663242E-01  1.81413182     10200
  -3.28308819     0.294020600    -0.388820025     -9.38385265     01200
  0.549029515E-04 -2.38745099     0.449383119     0.868916312E-04 00300
  0.663977249      159.518529     -31.1922057      1.14741640     20010
  -3.88772940     -941.929177      180.073356     -7.10216356     11010
   2.44397497      1074.34652     -204.194084      6.19231149     02010
  -13.4459520      1.66425951     -1.95119767     -38.0574336     10110
   68.3686412     -9.64228212      8.73095074      194.433023     01110
  0.248551098E-02  76.0532975     -14.4911822     0.402029855E-02 00210
   12.5088767     -2.50385317      1.55809944      21.3520668     20001
  -73.1866582      15.4108542     -9.64495452     -144.231263     11001
   88.2220458     -20.6541968      12.7909378      230.647436     02001
 -0.332960673     -38.1081975      7.53944969    -0.561301531     10101
   1.00223682      119.282504     -23.0603804      1.79114410     01101
  0.866495299     0.669225777E-01 0.823627725E-01  1.93044028     00201
   70.7101634     -13.3700044      10.5178853      198.614139     10020
  -358.654593      69.3016140     -48.9587116     -1011.50146     01020
 -0.295500748E-01 -805.078557      154.309304    -0.424265812E-01 00120
   2.18946820      400.684991     -78.9629582      3.77810872     10011
  -6.19552420     -1236.18667      238.128878     -11.1162572     01011
  -18.6985727     0.126250302     -1.90471667     -41.2126618     00111
   18.2514492     -3.15416639      2.02007768      27.5281226     10002
  -53.8297127      9.82690415     -6.31125382     -91.5152689     01002
 -0.272028744     -24.8609012      4.93577645    -0.434454921     00102
  0.785639139E-01  2827.80054     -544.117630     0.986976972E-01 00030
   99.5399747     -8.61793355      10.7826957      218.762002     00021
   1.80076907      263.601195     -52.2558694      3.00025892     00012
   8.91454510     -1.34386516     0.890628429      12.2244439     00003
  -16.3676220      3.65471426     -2.23320876     -30.7221325     40000
   197.999529     -45.2940263      27.7891439      404.035015     31000
  -803.586923      189.568215     -116.726780     -1831.14448     22000
   1221.85776     -298.800432      184.369587      3204.15689     13000
  -518.365984      128.510531     -79.3736842     -1430.67811     04000
  0.844660439      67.4868119     -13.3839139      1.46383659     30100
  -7.88270589     -606.438116      118.933029     -14.6578204     21100
   21.4534799      1456.31372     -281.670653      44.1257586     12100
  -16.6561363     -655.783937      126.398812     -38.2442014     03100
  -4.65748023    -0.463605660    -0.459364757     -9.81975268     20200
   33.6313962      2.56114034      3.22266851      77.2151322     11200
  -49.5537599     -1.91750786     -5.32569358     -137.213911     02200
  0.671270390E-01  14.8245411     -2.91912652     0.124550153     10300
 -0.347699167     -57.1405615      11.1093807    -0.644297033     01300
  0.343328630E-02-0.194084756E-01-0.683013175E-02 0.956101848E-02 00400
  -5.89989861     -708.940051      140.014105     -10.1958029     30010
   53.2358103      6307.57579     -1231.15406      98.4250287     21010
  -138.109525     -14946.6703      2873.48795     -279.738280     12010
   104.205615      6422.73672     -1224.94911      221.396396     03010
   96.9981473      2.41985978      10.5565452      204.360535     20110
  -691.282603    -0.886942978E-01 -74.3768166     -1586.26145     11110
   998.563872     -43.9524746      121.612339      2765.58930     02110
  -1.90933862     -471.194629      92.4882380     -3.48434531     10210
   9.73620938      1764.51993     -341.214131      17.7944601     01210
  0.752559702E-01 0.640042959     0.287321417     0.228361724     00310
  -92.0298936      18.5210269     -11.5040041     -157.501950     30001
   830.615885     -172.218834      107.335242      1545.05881     21001
  -2237.76207      485.428315     -302.911858     -4675.36930     12001
   1692.09924     -394.117173      245.226698      4236.55067     03001
   3.90131105      260.378972     -51.6550285      6.49696804     20101
  -23.7298650     -1587.00426      311.530623     -42.4043889     11101
   31.6951889      1981.78258     -383.043208      62.9061092     02101
  -13.2745190     -2.28886391    -0.940700848     -24.2416824     10201
   48.2740417      6.23401841      3.49812999      93.7038846     01201
  0.106596357      17.4573949     -3.44445678     0.208300665     00301
  -498.524685      24.3420275     -59.2744893     -1050.42023     20020
   3527.97835     -273.548405      421.796723      8088.88551     11020
  -5015.32866      658.495694     -685.592592     -13894.7952     02020
   17.4752405      4940.45138     -965.780136      31.3107603     10120
  -88.5686572     -18103.3085      3481.60498     -159.001884     01120
  -3.54780222     -7.19086656     -4.39067662     -10.2095265     00220
  -27.3610508     -2745.12039      542.794878     -45.8872908     20011
   160.198748      16565.7532     -3239.79925      288.501622     11011
  -203.006131     -20420.6740      3926.05705     -406.465084     02011
   277.740502      25.9237697      22.9451777      507.370395     10111
  -998.493468     -51.5894760     -84.7230776     -1942.89780     01111
  -3.06544297     -563.155959      110.825723     -5.91352750     00211
  -195.441082      35.7194880     -22.5954468     -308.825826     20002
   1174.12129     -221.735269      140.613094      2012.18828     11002
  -1576.39835      314.285105     -199.189757     -3027.95296     02002
   6.01489835      342.637743     -67.9234102      9.54480321     10102
  -18.0097010     -1058.84773      208.039934     -30.7731792     01102
  -9.26391495     -2.23683769    -0.449431015     -15.1776414     00202
  -51.4682882     -17126.3542      3332.58766     -89.9603374     10030
   260.480418      61724.2106     -11801.9844      455.976272     01030
   34.0312465      30.0750553      28.8251512      96.7299947     00130
  -1434.71474     -22.3275497     -134.962515     -2623.96960     10021
   5131.62245     -137.861056      499.402866      10001.0949     01021
   28.3770340      5984.39929     -1173.25138      54.1768535     00121
  -42.3889180     -3626.12812      717.178817     -68.1945119     10012
   121.741853      11088.6626     -2172.57518      211.583328     01012
   194.994647      30.4858905      12.0246864      319.055174     00112
  -186.047825      31.0474214     -20.0369839     -274.044545     10003
   560.231323     -96.6805779      62.4858774      892.564918     01003
   3.09549068      153.672838     -30.4041381      4.66585825     00103
  -94.8061946     -28.6006250     -67.9873452     -268.056300     00040
  -84.6939255     -21011.3147      4101.10213     -159.763389     00031
  -1013.27722     -74.2202376     -75.3401904     -1657.34622     00022
  -21.9432726     -1633.28202      322.785783     -33.6878318     00013
  -66.9967173      10.2492991     -6.75876646     -92.6548341     00004
   102.617147     -22.3177061      13.6814839      187.826098     50000
  -1567.51260      347.629802     -213.688019     -3048.26769     41000
   8877.95285     -2016.43127      1242.57382      18598.2549     32000
  -22715.9935      5310.92819     -3279.09978     -52163.8454     23000
   25252.7110     -6102.10639      3771.81152      64644.0451     14000
  -9245.11866      2293.12247     -1418.61865     -25569.8172     05000
  -6.83810512     -371.076640      73.5547335     -11.8237592     40100
   84.5279738      4565.75562     -898.221679      154.435075     31100
  -358.073606     -18833.3243      3668.69552     -702.490068     22100
   596.279691      29003.3317     -5575.17079      1282.43009     13100
  -311.581046     -12491.7676      2357.18982     -752.636066     04100
   36.2842647      6.33235661      2.67721308      70.8769217     30200
  -369.441478     -55.3469995     -28.3715991     -773.003264     21200
   1128.88236      129.564609      93.9408076      2615.05035     12200
  -970.148915     -63.5655504     -91.5600238     -2643.38255     03200
  -1.02975761     -110.040580      21.8090634     -1.86768738     20300
   7.78131657      796.796822     -156.106989      14.5999114     11300
  -12.7378161     -1236.79886      238.142750     -25.6317509     02300
   1.45073194     0.662740028     0.117316472      3.67996961     10400
  -7.57012467     -2.97094346    -0.398512410     -19.1487311     01400
  0.331934738E-03 -1.12790374     0.206357151     0.610148460E-03 00500
   48.8478713      3913.57735     -773.333669      84.2916880     40010
  -587.704882     -47859.4148      9384.76572     -1071.61641     31010
   2399.56615      196206.998     -38091.7164      4697.85041     22010
  -3794.10890     -300867.289      57648.5959     -8129.05858     13010
   1828.33102      130513.486     -24615.1314      4367.50705     04010
  -753.151247     -77.3830290     -64.5004493     -1473.66530     30110
   7611.90683      594.004747      677.635123      15953.6398     21110
  -23066.3614     -989.369640     -2214.02524     -53521.2334     12110
   19631.7509     -94.4667927      2110.28752      53580.5509     03110
   29.0788058      3482.29266     -688.758652      52.5728905     20210
  -216.111481     -24905.7424      4869.24730     -404.756579     11210
   344.058960      38156.0770     -7330.37756      693.491889     02210
  -64.0151730     -23.3814300     -5.68239057     -161.869839     10310
   327.977837      101.625702      20.4777586      831.032587     01310
  0.640356755E-02  70.1669756     -13.3542683     0.122961625E-01 00410
   710.750016     -143.222559      88.8998880      1217.63565     40001
  -8656.79619      1782.17860     -1108.87462     -15746.0896     31001
   36671.3744     -7766.11360      4840.02424      71895.3146     22001
  -62445.1566      13726.8170     -8558.08148     -134677.414     13001
   34734.9072     -8000.09115      4980.28053      84717.6766     04001
  -40.8168608     -1924.90830      381.275351     -67.9281401     30101
   374.486776      17804.6540     -3502.59945      658.242329     21101
  -1047.68369     -49384.2879      9627.21005     -1976.96286     12101
   864.864982      38713.9009     -7449.61096      1791.73418     03101
   151.735077      34.1601738      8.40536467      270.295321     20201
  -1028.72918     -197.478637     -62.2933924     -1948.92875     11201
   1578.54851      234.390126      109.013321      3286.96148     02201
  -3.16628186     -274.667571      54.4930851     -5.61532650     10301
